id,ingri,price,subscribe,bigcat,smallcat,imageurl,quantity,keyword
1139,[더오담] 사각 미니 등심 돈까스450g,"6,980원",육즙 가득한 등심의 풍미,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1613978064319l0.jpg,450g,등심
1140,[Kurly's] 동물복지 백색 유정란 15구,"7,230원",1구당 판매가: 500원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1592802254461l0.jpg,15구,유정란
1141,[하이포크] 그때 그 뒷고기 500g (냉동),"13,500원",네 가지 특수부위를 고루 담은!,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1607583730186l0.jpg,500g,500g
1142,[카와카츠] 로스카츠,"11,800원",바삭함 속 촉촉한 육즙 가득,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1611129833906l0.jpg,,[카와카츠]
1143,[Kurly's] 동물복지 유정란 20구,"8,950원",1구 당 판매가: 448원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1592802536569l0.jpg,20구,유정란
1144,[메인디쉬] 수원식 소갈비살 양념구이,"12,000원",소금양념으로 갈비맛이 생생,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1611042004999l0.jpg,,소갈비살
1145,[이목] 무항생제 소고기 불고기용 200g,"8,910원",100g당 판매가: 4950원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1596529617608l0.jpg,200g,불고기용
1146,[다향] 우리땅 토종닭 볶음탕용 1kg,"8,300원",먹기 좋은 크기로 손질된 토종닭,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1558332257181l0.jpg,1kg,볶음탕용
1147,[KF365] 1등급 닭 가슴살 1kg,"9,800원",100g 당 판매가: 980원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1604906135136l0.jpg,1kg,가슴살
1148,무항생제 1등급 암퇘지 목살 에어프라이어용 300g,"9,500원","구이용 (100g당 판매가 : 3,166원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1561949555498l0.jpg,300g,에어프라이어용
1149,[사미헌] 양념소갈비,"53,865원",4-6번 갈비만을 엄선하여 만든,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1529312164165l0.jpg,,[사미헌]
1150,[야스노야] 시그니처 숄더랙,"21,000원",야스노야의 시그니처 숄더랙을 집에서!,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1609297722524l0.jpg,,시그니처
1151,[누리웰] 동물복지 유정 초란 10구,"5,200원",첫 달걀이 품은 영양 그대로(1구당: 520원),정육·계란,,https://img-cf.kurly.com/shop/data/goods/1631158035335l0.jpg,10구,초란
1152,[이목] 국내산 소고기 안심 찹스테이크 200g,"15,500원",100g당 판매가: 7750원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1598414625838l0.jpg,200g,찹스테이크
1153,[태랑] 미국산 초이스 안창살 300g,"20,000원","100g당 판매가: 6,667원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1617166984710l0.jpg,300g,안창살
1154,[선물세트] 미트원 한우 떡갈비세트,"171,000원",200g * 10개입,정육·계란,,https://img-cf.kurly.com/shop/data/goods/162873531095l0.jpg,,한우
1155,[남도우애] 무항생제 1++ 한우 채끝 스키야키용 200g,"39,900원","100g당 가격: 19,950원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/159557816060l0.jpg,200g,스키야키용
1156,[그리츠 시그니처 램] 뉴질랜드산 양꽃갈비살 300g,"14,500원",호텔 레스토랑의 시그니처 메뉴,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1558060341952l0.jpg,300g,양꽃갈비살
1157,[엘그로] 호주산 MB4+ 와규 채끝 스테이크 200g (냉장),"23,800원",100g당 판매가: 10900원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1590991685471l0.jpg,200g,200g
1158,[강강술래] 한돈 양념구이 630g,"25,000원",달큰하게 먹는 메인 메뉴!,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1611037108957l0.jpg,630g,양념구이
1159,[태우한우] 1+ 한우 불고기용 200g,"12,160원","100g당 가격: 6,400원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1535439804390l0.jpg,200g,불고기용
1160,[선물세트] 횡성축협한우 1++ 프리미엄세트 3호 (예약일 수령),"225,250원",등심200g*4팩+불고기200g*4팩,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1628822024786l0.jpg,,(예약일
1161,[KF365] 1등급 닭 안심살 1kg,"10,800원","100g 당 판매가: 1,080원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1604907567859l0.jpg,1kg,안심살
1162,[델리치오] 와규 함박 스테이크,"13,000원",와규 80% 함유로 더 맛있게 즐기는 경양식 한 상,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1524452570181l0.jpg,,함박
1163,[PPUL] 1++ 한우 등심 덧살 구이용 150g,"38,000원","100g당 가격: 25,333원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1573109773330l0.jpg,150g,구이용
1164,[그리너스] 동물복지 IFF 닭고기 2종 (냉동),"7,120원",필요한 만큼 손쉽게 꺼내쓰는,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1557711149560l0.jpg,2종,2종
1165,[이목] 국내산 소고기 불고기용 200g,"8,000원",100g당 판매가: 4000원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1598344330340l0.jpg,200g,불고기용
1166,[육심당] 닭껍질꼬치,"4,250원",바삭하고 쫄깃한 닭껍질꼬치!,정육·계란,,https://img-cf.kurly.com/shop/data/goods/16092083026l0.jpg,,[육심당]
1167,[미트엔조이] 미국산 우삼겹 바로구이 600g(냉동),"10,900원",100g당 판매가: 1650원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1576028704378l0.jpg,600g,바로구이
1168,[뚝심한우] 한우 소불고기,"22,000원",비법 양념의 달콤짭조름한 감칠맛,정육·계란,,https://img-cf.kurly.com/shop/data/goods/159719793252l0.jpg,,한우
1169,[푸드렐라] 치킨도넛,"4,300원",바삭 짭조름한 이색 치킨,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1555563589813l0.jpg,,[푸드렐라]
1170,[맛의고수] 단짠간장맛 양념불고기 200g,"4,900원",짭조롬한 감칠맛의 돼지 불고기,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1583385791760l0.jpg,200g,양념불고기
1171,[태우] 유황 먹인 한돈 등심 카레용 300g,"5,400원","카레용 (100g당 판매가 : 1,800원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1594012663765l0.jpg,300g,카레용
1172,[태랑] 호주산 와규 불고기용 200g,"8,550원",100g당 판매가: 4450원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1613453142108l0.jpg,200g,불고기용
1173,[PPUL] 1++ 한우 삼각살 구이용 200g,"22,000원","100g당 가격: 11,000원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1573103807384l0.jpg,200g,구이용
1174,[삼원가든] 등심 불고기,"16,340원",불고기의 정석,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1557455930928l0.jpg,,등심
1175,[Kurly's] 동물복지 백색 유정란 20구,"9,500원",1구 당 판매가: 475원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1592802430303l0.jpg,20구,유정란
1176,[녹색한우] 무항생제 1+ 한우 채끝 스테이크 300g,"52,000원","100g당 가격: 17,333원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1575946498528l0.jpg,300g,스테이크
1177,[파란알을낳는닭] 무항생제 청란 10입,"14,900원",영양만점 깨끗한 청란,정육·계란,,https://img-cf.kurly.com/shop/data/goods/161698608932l0.jpg,10입,청란
1178,[도드람한돈] 목심 구이용 300g,"9,500원","100g당 판매가: 3,167원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1602568889872l0.jpg,300g,구이용
1179,[가농바이오] 비타플러스에그 무항생제 1+등급 특란 10구,"4,200원",스마트 팜에서 생산한 안전한 달걀,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1586138306556l0.jpg,10구,특란
1180,[쥬니] 호주산 프리미엄 램 등심 200g,"14,500원","구이용 (100g 당 판매가 : 7,250원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1569551983978l0.jpg,200g,등심
1181,[더오담] 훈제오리 400g,"8,980원",무항생제 훈제오리로 만든,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1608605151757l0.jpg,400g,훈제오리
1182,[우리땅오리] 바로구이 오리겹살 600g(냉동),"8,352원",얇게 썰어 한층 더 색다른 매력,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1593141154656l0.jpg,600g,오리겹살
1183,[달구지푸드] 훈제 불막창 600g,"16,500원",숯불 향을 머금은 매콤한 불막창,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1584672896919l0.jpg,600g,불막창
1184,[소호好담] 태우1+한우 실속 구이세트(냉장) (예약일 수령),"161,100원","등심, 채끝, 안심, 갈비살 각 1팩(200g)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1629950779538l0.jpg,,(예약일
1185,[델리치오] 호주산 채끝 스테이크 300g,"14,787원",100g당 판매가: 4000원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1585536401156l0.jpg,300g,스테이크
1186,[이베리쿡] 스페인산 이베리코 모둠구이 900g (냉동),"32,000원","구이용 (100g 당 3,556원) / 삼겹살300g+목살300g+갈비살300g",정육·계란,,https://img-cf.kurly.com/shop/data/goods/157432845986l0.jpg,900g,900g
1187,[Dr. 오메가] 1+ 한우 사태 200g (냉장),"14,000원","100g당 7,000원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1621853843403l0.jpg,200g,200g
1188,[PPUL] 1++ 한우 추리 모둠 150g,"38,000원","100g당 가격: 25,333원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1573101658990l0.jpg,150g,모둠
1189,[My little recipe] 사리듬뿍 순살 닭갈비 대용량 (3~4인용),"28,500원",온 가족이 즐기는 간편 닭갈비,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1589522471808l0.jpg,(3~4인용),대용량
1190,[구연] 스페인산 이베리코 삼겹살 300g (냉동),"11,000원",언제나 환영 받는 인기 부위,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1611557026105l0.jpg,300g,300g
1191,[코켄] 무항생제 닭고기 다짐육 2종 (냉동),"8,000원",간편하게 사용하는 깨끗한 닭고기,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1529998523357l0.jpg,2종,2종
1192,[KF365] 한돈 다짐육 600g(냉장),"4,500원",100g당 판매가 : 750원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/161543999847l0.jpg,600g,다짐육
1193,[이베리카] 스페인산 베요타 100% 목살 구이용 200g (냉동),"13,000원","100g 당 판매가 : 6,500원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1603692315439l0.jpg,200g,200g
1194,[버크셔세상] 버크셔K 흑돼지 삼겹살 500g(냉장),"21,000원","구이용 (100g 당 판매가: 4,200원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1534136437186l0.jpg,500g,삼겹살
1195,[가농바이오] 비타플러스에그 무항생제 1+등급 특란 6구,"2,700원",소용량으로 만나는 스마트 팜 달걀,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1601019916317l0.jpg,6구,특란
1196,[토마스푸드] 호주산 양 목심 300g (냉장),"15,000원","부드러운 식감, 풍부한 육즙",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1542682264716l0.jpg,300g,300g
1197,[새벽한돈] 한돈 1등급 대패 삼겹 300g,"8,500원","구이용 (100g당 판매가 : 2,833원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1574736008652l0.jpg,300g,삼겹
1198,1등급 한우 안심 스테이크 200g,"35,000원","100g당 가격: 17,500원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1583905437861l0.jpg,200g,스테이크
1199,[도드람한돈] 등심꽃살 구이용 300g,"4,900원","100g 당 판매가: 1,633원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1602568996750l0.jpg,300g,구이용
1200,[선물세트][뚝심한우] 1+ 한우 스페셜세트,"193,600원",갈비700g*2팩+전각500g*2팩,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1609146793658l0.jpg,,한우
1201,[PPUL] 1++ 한우 등심 안살(새우살) 구이용 150g,"43,000원","100g당 가격: 28,666원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1573109564580l0.jpg,150g,구이용
1202,[KF365] 한돈 뒷다리 제육용 600g(냉장),"4,500원",제육용 (100g당 판매가 : 750원),정육·계란,,https://img-cf.kurly.com/shop/data/goods/1596073666392l0.jpg,600g,제육용
1203,[우리흑돈] 무항생제 흑돼지 삼겹살 찌개용 200g,"7,500원","찌개용 (100g당 판매가 : 3,750원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1603696812197l0.jpg,200g,찌개용
1204,[델리치오] 미국산 곡물 안심 찹스테이크 250g(냉장),"14,025원",만족스러운 한입 스테이크,정육·계란,,https://img-cf.kurly.com/shop/data/goods/161586872022l0.jpg,250g,찹스테이크
1205,[Dr. 오메가] 1+ 한우 양지 국거리 200g (냉장),"16,000원","100g당 8,000원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1621853252600l0.jpg,200g,200g
1206,[가나안덕] 고추장 오리 양념 갈비,"9,900원",매콤한 감칠맛의 고추장양념 오리고기,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1614674116729l0.jpg,,양념
1207,[포크밸리] 한돈 대패 삼겹살 300g (냉동),"7,110원","구이용 (100g당 판매가 : 2,633원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1604379284325l0.jpg,300g,300g
1208,[빌라드서울] 순살닭다리구이 2종,"7,900원",국산 닭다리살의 이색적인 변신,정육·계란,,https://img-cf.kurly.com/shop/data/goods/162493407245l0.jpg,2종,순살닭다리구이
1209,[KF365] 1+등급 무항생제 특란 10구,"3,800원",온 가족이 안심하고 즐기는 KF365 달걀,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1602750048272l0.jpg,10구,특란
1210,[태우] 유황 먹인 한돈 목살 구이용 300g,"9,200원","100g당 판매가 : 3,066원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1623229512819l0.jpg,300g,구이용
1211,[위드진해] 소곱창구이,"16,900원",깔끔하게 완성한 특별한 맛,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1540790763751l0.jpg,,[위드진해]
1212,[태우] 유황 먹인 한돈 삼겹 찌개용 200g,"5,900원","찌개용 (100g당 판매가 : 2,950원)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1594003349996l0.jpg,200g,찌개용
1213,[태우한우] 1+ 한우 채끝 스키야키용 200g,"30,400원","100g당 가격: 16,000원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1535444429782l0.jpg,200g,스키야키용
1214,[이목] 무항생제 소고기 우둔 장조림용 200g,"9,900원",100g당 판매가: 4950원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/159651810267l0.jpg,200g,장조림용
1215,[하이포크] 그때 그 뒷고기 꼬들살,"9,900원","100g당 판매가 : 3,300원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1615270572126l0.jpg,,뒷고기
1216,[도드람한돈] 도깨비살(앞다리) 구이용 300g,"5,300원","100g 당 판매가: 1,767원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1602553556868l0.jpg,300g,구이용
1217,[상하농원] 순백색 동물복지 유정란 10구,"6,500원",동물 복지 인증을 받은 백색 유정란,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1475719216740l0.jpg,10구,유정란
1218,[일상味소] 채끝 250g (냉장),"16,000원","100g당 판매가 6,400원(냉장)",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1503380479886l0.jpg,250g,250g
1219,[백년백계] 생닭 800g(냉장),"5,900원",옹골찬 닭 한마리 (100g 당 판매가: 737원),정육·계란,,https://img-cf.kurly.com/shop/data/goods/1498700264390l0.jpg,800g,생닭
1220,[해올림] 무항생제 돼지 앞다리살 볶음용 300g,"5,900원","100g당 판매가 1,966원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1489998563224l0.jpg,300g,볶음용
1221,[네이처오다] 유기축산 한우 국거리용 250g(냉장),"21,900원",100g당 판매가: 8760원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1507713429753l0.jpg,250g,국거리용
1222,[태우한우] 1+ 한우 살치살 구이용 200g,"40,000원","100g당 가격: 20,000원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/151427216028l0.jpg,200g,구이용
1223,[네이처오다] 유기축산 한우 장조림용 250g(냉장),"19,900원",100g당 판매가: 7960원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1507710251437l0.jpg,250g,장조림용
1224,[Everyday] LA갈비 (냉동),"17,800원",깔끔한 단맛에 뜯어먹는 재미까지,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1629269685110l0.jpg,,LA갈비
1225,[굿델리미트] 미국산 초이스 티본 스테이크 550g(냉동),"49,500원",100g당 판매가: 9000원,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1610525167492l0.jpg,550g,스테이크
1226,[엘그로] 호주산 MB8+ 와규 치마살 구이 200g (냉장),"24,800원","100g당 판매가 12,400원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/162097381642l0.jpg,200g,200g
1227,[엘그로] 호주산 MB8+ 와규 제비추리 구이 200g (냉장),"21,800원","100g당 판매가 10,900원",정육·계란,,https://img-cf.kurly.com/shop/data/goods/1618883477158l0.jpg,200g,200g
1228,[온기와] 안동 한우 생갈비(냉장),"29,900원",즉석에서 버무려먹는 한우 생 양념갈비!,정육·계란,,https://img-cf.kurly.com/shop/data/goods/1622616763563l0.jpg,,한우
