,name,ingridient
196,호박양파국,['호박' '양파' '두부' '소금' '홍고추' '된장' '국멸치' '대파']
197,상추채소무침,['상추' '들깻잎' '쑥갓' '케일' '깨소금' '설탕' '식초' '조림간장' '참기름' '고춧가루']
198,인절미,['찹쌀' '콩' '소금']
199,콩나물비빔밥,['밥' '보리' '콩나물' '소금' '당근' '다진쇠고기' '오이']
200,계란찜,['당근' '옥수수통조림' '다진파' '소금' '청정원맛선생' '설탕' '계란' '시금치' '물' '후춧가루']
201,치킨수프,['닭살' '닭육수' '죽순' '당근' '실파' '녹말' '표고버섯' '소금' '후춧가루' '참기름' '계란']
202,마늘빵,['바게트' '파슬리가루' '마늘' '버터']
203,감자수프,['감자' '양파' '대파' '버터' '후춧가루' '계란노른자' '생크림' '소금' '육수']
204,기스면,['닭다리' '대파' '생강' '맛술' '물' '후춧가루' '중국부추' '당근' '간장' '소금' '소면']
205,충무김밥,['김' '오징어' '무' '고춧가루' '설탕' '밥' '까나리액젓' '참기름' '깨소금' '다진파' '다진마늘' '식초']
206,고추부각,['고추' '찹쌀가루' '설탕' '소금' '식용유']
207,불고기찹쌀구이,['쇠고기' '찹쌀가루' '간장' '후춧가루' '설탕' '기름' '겨자' '식초' '참기름']
208,대구탕,['미림' '대구' '무' '콩나물' '홍고추' '후춧가루' '미나리' '팽이버섯' '고춧가루' '고추장' '소금' '청고추']
209,모듬채소볶음,['완두콩' '옥수수' '당근' '감자' '껍질콩' '참기름' '간장' '굴소스' '식용유' '소금' '후춧가루' '다진마늘']
210,오징어덮밥,['밥' '오징어' '양파' '피망' '실파' '식용유' '후춧가루' '고추장' '두반장' '설탕' '깨소금' '소금' '물']
211,홍합미역국,['미역' '홍합' '소금' '후춧가루' '간장' '물' '참기름']
212,양송이버섯죽,['찹쌀' '양송이버섯' '호박' '실파' '당근' '소금' '양파' '참기름' '물' '깨소금' '깻잎']
213,애호박무침,['청피망' '파' '다진마늘' '고춧가루' '간장' '홍피망' '애호박' '식용유' '참기름' '깨소금' '참기름' '새우젓국']
214,오징어도라지생채,['도라지' '오이' '오징어' '고추장' '고춧가루' '소금' '식초' '물엿' '참기름' '깨소금' '간장']
215,바지락칼국수,['칼국수' '바지락' '양파' '애호박' '후춧가루' '맛술' '청장' '소금' '다진마늘']
216,오징어채볶음,['오징어채' '고추장' '설탕' '참기름' '식용유' '물엿' '술']
217,김치볶음밥,['김치' '밥' '감자' '양파' '계란' '식용유' '소금' '후춧가루' '햄']
218,닭개장,"['닭봉' '도라지' '대파' '마늘' '생강' '고춧가루' '후춧가루' '다진마늘' '생강즙' '간장' '참기름' '소금'
 '고사리' '닭육수']"
219,버섯파스타,['파스타' '표고버섯' '느타리버섯' '양송이버섯' '올리브오일' '파' '화이트와인' '간장' '다진마늘']
220,볶음쌀국수,['설탕' '소금' '후춧가루' '쌀국수' '돼지고기' '간장' '청고추' '대파' '마늘' '생강' '굴소스' '숙주나물']
221,물만두,['돼지고기' '부추' '대파' '생강' '밀가루' '소금' '참기름' '후춧가루' '간장']
222,새송이산적,['쇠고기' '새송이버섯' '진간장' '설탕' '다진파' '소금' '깨소금' '후춧가루' '참기름' '잣가루' '다진마늘']
223,치킨버섯찜,"['닭안심' '표고버섯' '느타리버섯' '팽이버섯' '당근' '청고추' '계란노른자' '간장' '설탕' '청주' '소금' '후춧가루'
 '계란']"
224,냉고기쌈,['쇠고기' '무순' '양배추' '당근' '맛술' '물' '설탕' '고추냉이' '간장' '식초' '간장']
225,부추부침개,['밀가루' '찹쌀가루' '계란' '식용유' '부추' '청고추' '오징어' '물']
226,버섯청국장찌개,"['다진마늘' '쌀뜨물' '홍고추' '청국장' '팽이버섯' '청고추' '양송이버섯' '느타리버섯' '호박' '두부' '대파'
 '표고버섯']"
227,가지쇠고기볶음,['가지' '쇠고기' '청고추' '홍고추' '대파' '참기름' '간장' '청주' '소금' '설탕' '깨소금' '다진마늘']
228,바지락볶음,['바지락' '다진마늘' '대파' '식용유' '청고추' '두반장' '설탕' '마른고추']
229,류산슬,"['쇠고기' '녹말' '해삼' '표고버섯' '죽순' '부추' '완두콩' '대파' '마늘' '생강' '간장' '굴소스' '청주'
 '후춧가루' '참기름' '식용유' '물' '새우']"
230,고등어김치조림,['고등어' '배추김치' '물' '파' '설탕' '다진생강' '진간장' '고춧가루' '다진마늘']
231,라볶이,['라면' '떡' '어묵' '고춧가루' '마늘' '고추장' '설탕' '대파']
232,아욱국,['아욱' '쌀뜨물' '된장' '후춧가루' '멸치' '대파' '마늘' '모시조개']
233,비빔쌀국수,"['쌀국수' '다진파' '양파' '새우' '상추' '레몬' '육수' '간장' '식초' '설탕' '실파' '다진고추' '소금' '후추'
 '다진마늘' '쇠고기']"
234,된장깻잎장아찌,['깻잎' '소금' '된장']
235,쑥브리오슈,['강력분' '설탕' '소금' '쑥' '버터' '계란' '물' '이스트']
236,버섯잡채밥,"['밥' '참기름' '양파' '쇠고기' '느타리버섯' '팽이버섯' '목이버섯' '당근' '실파' '햇살담은간장' '소금' '후춧가루'
 '참기름' '깨소금' '간장' '설탕' '다진파' '다진마늘' '당면']"
237,다시마볶음,['다시마' '맛살' '당근' '청고추' '실파' '식용유' '생강즙' '청주' '소금' '후춧가루' '참기름' '마늘']
238,열무비빔밥,"['밥' '열무김치' '쇠고기' '간장' '설탕' '다진파' '열무김치' '참기름' '고추장' '설탕' '마늘' '참기름'
 '다진마늘']"
239,베이컨꼬치구이,['베이컨' '샐러리' '프랑크소시지' '게맛살' '팽이버섯' '레몬즙' '흰떡' '마요네즈' '머스터드' '간장' '피망']
240,닭갈비,['닭' '고구마' '양배추' '양파' '흰떡' '깻잎' '참기름' '고춧가루' '설탕' '간장' '깨소금' '생강즙' '고추장']
241,순대볶음,['순대' '양배추' '양파' '깻잎' '쫄면' '식용유' '간장' '설탕' '들깻가루' '다진마늘' '고춧가루']
242,치킨데리야끼,['닭' '파인애플' '브로콜리' '당근' '설탕' '청주' '숙주' '밥' '청피망' '계란' '간장' '참기름' '식용유' '물']
243,코다리조림,['코다리' '양파' '청고추' '간장' '설탕' '물' '다진마늘' '참기름' '후춧가루' '깨소금' '다진파']
244,감자그라탕,['감자' '양파' '소금' '크림수프' '모짜렐라치즈' '베이컨']
245,잔치국수,"['[멸치장국] 국멸치' '참기름' '당근' '채썬쇠고기' '계란' '소면' '소금' '후춧가루' '국간장' '간장' '고춧가루'
 '다진파' '참기름' '깨소금' '[불고기양념] 간장' '설탕' '호박']"
246,김치쌈밥,['밥' '소금' '참기름' '김칫잎' '다진파' '조미료' '설탕']
247,한국식타코샐러드,"['토마토' '식용유' '간장' '설탕' '조미술' '후춧가루' '양파' '케첩' '핫소스' '춘권피' '쇠고기' '깻잎' '무순'
 '토마토']"
248,간장떡볶이,"['가래떡' '다진마늘' '당근' '청피망' '채썬쇠고기' '간장' '설탕' '참기름' '후춧가루' '[쇠고기양념] 간장' '설탕'
 '참기름' '표고버섯' '후춧가루' '양파']"
249,치즈돈까스,['돼지고기' '모짜렐라치즈' '청피망' '밀가루' '계란' '빵가루' '소금' '생강즙']
250,김치꽁치조림,['꽁치통조림' '김치' '다진마늘' '다진대파' '물' '고춧가루' '간장' '설탕' '참기름']
251,옥수수볶음밥,['밥' '옥수수통조림' '피망' '후춧가루' '양파' '당근' '소금' '햄']
252,해물떡꼬치,"['오징어' '후춧가루' '가래떡' '피망' '고추장' '설탕' '식초' '케첩' '간장' '고춧가루' '다진마늘' '다진파'
 '핫소스' '참기름' '새우']"
253,브로콜리크림수프,['우유' '생크림' '소금' '밀가루' '브로콜리' '버터' '후춧가루']
254,연어양상추쌈,['양상추' '오이피클' '무순' '체리' '땅콩버터' '훈제연어']
255,두부알찜,['두부' '계란' '모시조개' '새우' '간장' '다시물' '은행' '조미술' '소금' '표고버섯']
256,상추겉절이비빔밥,"['밥' '다진마늘' '오이' '대파' '도라지' '고사리' '당근' '간장' '식초' '고춧가루' '설탕' '참기름' '소금'
 '다진파' '상추']"
257,오징어풋마늘산적,['풋마늘' '갑오징어' '간장' '다진파' '다진마늘' '꼬치' '깨소금' '생강즙' '밀가루' '물' '참기름']
258,돼지고기표고볶음,['돼지고기' '표고버섯' '양파' '피망' '청고추' '대파' '조미술' '생강' '녹말' '소금' '굴소스' '후춧가루' '마늘']
259,꽃만두국(완당국),"['밀가루' '식용유' '녹말' '간장' '다진파' '다진마늘' '후춧가루' '참기름' '소금' '육수' '팽이버섯' '쑥갓'
 '쇠고기' '배추' '부추' '물']"
260,아스파라거스새우볶음,['아스파라거스' '새우' '샐러리' '참기름' '소금' '후춧가루' '미림']
261,치킨롤,['닭' '당근' '완두콩통조림' '옥수수통조림' '설탕' '버터' '토마토케첩' '우스터소스' '식용유']
262,해파리해물냉채,"['해파리' '참기름' '쭈꾸미' '오이' '당근' '홍피망' '계란' '겨자' '머스터드' '마늘' '식초' '설탕' '간장'
 '소금' '새우']"
263,호박두부찌개,['호박' '두부' '새우젓' '파' '참기름' '다진마늘' '물' '식용유' '소금' '청고추']
264,김치두부쌈,['신김치' '두부' '돼지고기' '소금' '깻잎' '대파' '생강' '청고추']
265,닭고기콩나물덮밥,['후춧가루' '고춧가루' '파' '육수' '밥' '닭' '소금' '오이' '김치' '마늘' '다진마늘' '실파' '콩나물']
266,오징어통구이,"['오징어' '마늘' '대파' '고추장' '고춧가루' '간장' '물엿' '양파즙' '생강즙' '다진파' '다진마늘' '깨소금'
 '후춧가루' '참기름']"
267,참나물고추장무침,['참나물' '고추장' '참기름' '다진파' '깨소금' '다진마늘']
268,숙주미나리무침,['숙주' '미나리' '다진파' '참기름' '깨소금' '실고추' '다진마늘']
269,두릅된장무침,['두릅' '된장' '다진파' '다진마늘' '설탕' '참기름' '실고추' '소금' '깨소금']
270,달래장김치,['달래' '마늘' '생강' '통깨' '진간장' '설탕' '고춧가루']
271,달래굴파전,['달래' '굴' '청고추' '홍고추' '밀가루' '실파' '물' '간장' '식초' '다진마늘' '깨소금' '계란']
272,고들빼기김치,['깨소금' '다진마늘' '다진생강' '고들빼기' '실파' '대추' '갓' '고춧가루' '멸치액젓' '설탕' '밤' '고추']
273,삼색수제비,"['밀가루' '시금치즙' '당근즙' '김' '멸치' '다시마' '청정원맛선생' '호박' '양파' '대파' '다진마늘' '소금'
 '진간장' '감자']"
274,유부미역된장국,['불린미역' '유부' '두부' '실파' '물' '된장' '미림' '다시마' '멸치']
275,참치주먹밥,"['참치' '랩' '계란노른자' '파슬리' '당근' '김' '게맛살' '오이' '밥' '맛소금' '단무지' '매실장아찌' '깨소금'
 '후춧가루' '실파']"
276,약과,['밀가루' '참기름' '소금' '조청' '물' '청주' '설탕' '검은깨' '생강즙']
277,두부채소냉채,['소금' '땅콩가루' '식초' '간장' '겨자' '황설탕' '오이' '참기름' '두부' '쇠고기' '양배추' '당근' '소금']
278,떡잡채,['가래떡' '쇠고기' '신김치' '양파' '통깨' '당근' '참기름' '깨소금' '소금' '피망']
279,사색나물,"['콩나물' '도라지' '시금치' '고사리' '간장' '다진파' '물' '식용유' '깨소금' '참기름' '소금' '들깻가루'
 '다진마늘']"
280,영양채소밥,['쌀' '밤' '고구마' '은행' '대추' '깨소금' '참기름' '간장' '다시물' '다진파' '다진마늘' '다시물']
281,닭다리굴소스볶음,"['닭다리' '토마토케첩' '간장' '녹말' '식용유' '마른고추' '마늘' '생강' '실파' '굴소스' '간장' '식초' '맛술'
 '설탕' '오이']"
282,어묵꼬치,['어묵' '계란' '멸치' '다시마' '무' '청주' '물' '겨자가루' '소금' '간장']
283,콩나물버섯덮밥,"['밥' '피쉬소스' '쇠고기' '양파' '느타리버섯' '당근' '멸칫국물' '간장' '실파' '다진마늘' '녹말' '깨소금'
 '참기름' '소금' '후춧가루' '콩나물']"
284,오징어탕수,"['오징어' '참기름' '녹말' '밀가루' '물' '소금' '옥수수' '완두콩' '당근' '양파' '표고버섯' '육수' '설탕'
 '식초' '간장' '조미술' '계란']"
285,채소비빔소면,['소면' '김치' '오이' '양배추' '깻잎' '사이다' '상추' '고추장' '식초' '설탕' '청고추']
286,김치피자,['바게트' '모짜렐라치즈' '신김치' '베이컨' '당근' '식용유' '양송이' '파슬리가루' '소금' '후춧가루' '피망']
287,별미밥,"['간장' '다진파' '고춧가루' '다진마늘' '깨소금' '참기름' '유부' '후춧가루' '쇠고기' '콩나물' '미나리' '당근'
 '밥']"
288,잔멸치된장볶음,['잔멸치' '다진마늘' '된장' '맛술' '밥' '설탕' '식용유' '상추' '깨소금' '간장']
289,불고기낙지전골,"['쇠고기' '참기름' '표고버섯' '무' '팽이버섯' '미나리' '대파' '홍고추' '양파' '물' '소금' '다진파' '간장'
 '다진마늘' '설탕' '깨소금' '낙지']"
290,단팥죽,['팥' '설탕' '대추' '인절미' '소금' '물']
291,찬밥전,['찬밥' '참치' '양파' '당근' '실파' '후춧가루' '계란' '밀가루' '식용유' '소금' '청고추']
292,사골우거지탕,['사골' '쇠고기' '우거지' '고춧가루' '홍고추' '된장' '다진마늘' '대파']
293,배추밤김치,"['배추' '물' '갓' '미나리' '실파' '배' '고추가루' '액체육젓' '마늘' '생강' '설탕' '소금' '통깨'
 '[절임용 소금물] 소금' '밤']"
294,제육불고기,"['돼지고기' '식초' '고춧가루' '간장' '맛술' '생강즙' '설탕' '다진마늘' '다진파' '깨소금' '후춧가루' '참기름'
 '된장' '고추장' '다진마늘' '다진파' '고추장']"
295,떡볶이,['가래떡' '양파' '대파' '피망' '비엔나소시지' '고추장' '간장' '물' '설탕' '물엿']
296,돼지갈비찜,"['다진파' '맛술' '후춧가루' '참기름' '깨소금' '식용유' '감자' '당근' '무' '고춧가루' '고추장' '갈비' '양파'
 '생강즙' '홍고추' '간장' '설탕' '다진마늘']"
297,홍합탕,['홍합' '대파' '홍고추' '물' '다진마늘' '소금' '실파']
298,김치주먹밥,"['김치' '참기름' '다진쇠고기' '오이' '당근' '단무지' '미나리' '새우' '청주' '간장' '설탕' '다진마늘' '다진파'
 '후춧가루' '밥']"
299,버섯두부찌개,"['두부' '참기름' '느타리버섯' '표고버섯' '팽이버섯' '김치' '양파' '청고추' '대파' '고춧가루' '간장' '다진양파'
 '다진파' '다진마늘' '물' '깨소금' '후춧가루' '돼지고기']"
300,두부굴찌개,['두부' '굴' '양송이버섯' '마늘' '새우젓' '청고추' '홍고추' '소금' '실파']
301,생태매운탕,"['멸치다시물' '대파' '후춧가루' '진간장' '고춧가루' '다진마늘' '양파즙' '무즙' '생태' '바지락' '무' '호박'
 '두부' '팽이버섯' '미나리' '청고추' '홍고추' '소금']"
302,고춧기름,['식용유' '마른고추' '파' '고춧가루' '다진마늘' '생강']
303,닭고기카레튀김,"['닭' '콘플레이크' '카레가루' '계란' '소금' '후춧가루' '올리브오일' '다진마늘' '다진양파' '토마토케첩' '간장'
 '식초' '고춧가루']"
304,가지된장찜,"['가지' '고춧가루' '밀가루' '다진파' '다진마늘' '소금' '후춧가루' '참기름' '물' '멸치' '양파' '청고추'
 '홍고추' '된장' '돼지고기']"
305,홍차계란장조림,['홍차티백' '물' '계란' '양파' '물엿' '간장' '소금' '설탕' '마늘']
306,두부카나페,['두부' '치즈' '방울토마토' '식용유' '치커리' '마요네즈' '소금' '토마토케첩']
307,두부스테이크,['소금' '후춧가루' '두부' '다진쇠고기' '파슬리']
308,해물밥전,"['밥' '다진마늘' '오징어' '양파' '당근' '실파' '계란' '밀가루' '소금' '후춧가루' '깨소금' '참기름' '간장'
 '식초' '다진파' '새우']"
309,버섯만두전골,"['만두피' '후춧가루' '두부' '숙주' '김치' '양파' '미나리' '느타리버섯' '표고버섯' '대파' '육수' '고춧가루'
 '진간장' '다진파' '다진마늘' '생강' '돼기고기']"
310,생선초밥,"['참치' '물' '광어' '피조개' '갑오징어' '계란' '청어알' '연어알' '무순' '전복' '김' '생강' '초밥' '와사비'
 '새우']"
311,코다리찜,['코다리' '실파' '고추장' '간장' '후춧가루' '다진파' '다진마늘' '다진생강' '참기름' '설탕']
312,제육배추찜,"['소금' '참기름' '홍고추' '표고버섯' '돼지고기' '부추' '양파' '당근' '배춧잎' '간장' '양파즙' '다진파'
 '다진마늘' '생강즙' '후춧가루' '깨소금' '청고추']"
313,짬뽕해물탕밥,"['밥' '참기름' '오징어' '조개살' '홍합' '양파' '당근' '호박' '대파' '목이버섯' '고추가루' '간장' '다진마늘'
 '생강' '소금' '후춧가루' '돼기고기']"
314,오징어숙회,['오징어' '고추장' '깨소금' '설탕' '식초']
315,오곡밥쌈밥정식,"['오곡곡물' '상추' '깻잎' '치커리' '참기름' '된장' '깨소금' '양파' '청고추' '홍고추' '대파' '마늘' '멸치'
 '고추장']"
316,김치수제비,"['청고추' '양파' '멸치' '다시마' '다진마늘' '밀가루' '계란' '식용유' '물' '소금' '간장' '다진파' '깨소금'
 '고춧가루' '참기름' '김치' '감자' '대파']"
317,감자국수,['감자' '밀가루' '계란노른자' '사우어크라우트' '소금' '버터' '넛맥' '양파' '베이컨' '파슬리' '후춧가루']
318,사골탕,['사골' '쇠고기' '물' '무' '대파' '다진마늘' '생강' '후춧가루' '소금' '진간장' '다진파' '마늘']
319,"잼(사과, 딸기, 포도)",['포도' '딸기' '사과' '설탕']
320,두부오믈렛,['계란' '두부' '청피망' '당근' '후춧가루' '홍피망' '소금' '토마토케첩' '우유']
321,오징어산적,['갑오징어' '피망' '고추장' '설탕' '참기름' '다진파' '생강즙' '꼬치' '깨소금' '다진마늘']
322,갈비떡볶이,['쇠고기' '가래떡' '꽃상추' '피망' '간장' '참기름' '다진파' '다진마늘' '후춧가루' '깨소금' '설탕']
323,삼겹살치즈구이,"['후춧가루' '토마토케첩' '맛술' '고추장' '돼지고기' '마늘' '모짜렐라치즈' '양파' '표고버섯' '피망' '올리브오일'
 '소금']"
324,녹차수제비,"['밀가루' '육수' '소금' '물' '간장' '고춧가루' '깨소금' '참기름' '다진홍고추' '다진풋고추' '다진마늘' '다진파'
 '후춧가루' '감자' '호박' '소금' '녹차분말']"
325,닭꼬치구이,['닭' '계란' '대파' '홍고추' '간장' '참기름' '꼬치' '생강즙' '청주' '다시물' '설탕']
326,우유두부,['우유' '식초' '간장' '다진양파' '참기름' '다진홍고추' '다진청고추']
327,삼겹살깻잎전,['돼지고기' '깻잎' '소금' '식용유' '밀가루' '계란' '후춧가루' '생강즙']
328,초교탕,['닭' '대파' '마늘' '생강' '물' '도라지' '참기름' '미나리' '밀가루' '계란' '쇠고기' '소금' '말린표고버섯']
329,양상추튀김,"['양상추' '물' '부추' '고구마' '찹쌀가루' '밀가루' '얼음물' '계란' '다진마늘' '설탕' '간장' '참기름'
 '후춧가루' '식용유' '고추장' '토마토케첩' '물엿' '말린표고버섯']"
330,해물전골,"['게' '고춧가루' '오징어' '모시조개' '양파' '풋고추' '홍고추' '미나리' '쑥갓' '무' '다진마늘' '대파' '생강즙'
 '소금' '대하']"
331,고추장스파게티,"['스파게티' '설탕' '양송이버섯' '소금' '식용유' '흰후춧가루' '고추장' '양파' '호두' '물' '토마토케첩' '식용유'
 '다진마늘' '김치' '호박']"
332,육개장,"['양' '곱창' '고사리' '대파' '소금' '물' '쇠고기' '고춧가루' '진간장' '다진마늘' '참기름' '깨소금' '후춧가루'
 '고추장']"
333,명란젓찌개,['마늘' '무' '물' '홍고추' '소금' '명란' '두부' '생강즙' '대파' '진간장']
334,쇠고기무국,['쇠고기' '무' '물' '대파' '마늘' '실파' '소금' '진간장' '다진파' '다진마늘' '참기름' '후춧가루' '국간장']
335,김치어묵,['생선살' '새우살' '김치' '풋고추' '홍고추' '식용유' '밀가루' '녹말' '소금' '후춧가루' '깻잎' '계란']
336,잣죽,['불린쌀' '잣' '소금' '대추' '물']
337,새우만두,['통후추' '생새우' '콘프레이크' '계란흰자' '생크림' '당근' '호박' '죽순' '만두피' '소금']
338,왜된장국,['왜된장' '맛국물' '실파' '미역' '두부']
339,조개맑은국,['모시조개' '죽순' '소금' '레몬' '대파']
340,어묵국,['어묵' '대파' '홍고추' '청주' '다시물' '간장' '맛술' '소금']
341,계란말이주먹밥,['밥' '계란' '말린 표고버섯' '당근' '미나리' '다시마' '식용유' '오이' '식초' '설탕' '소금' '소금']
342,찰밥주먹밥,['찹쌀' '멥쌀' '팥' '대추' '소금' '밤' '팥삶은물']
343,김치채소쌈,"['김치잎' '깨소금' '양배추' '근대잎' '밥' '쇠고기' '소금' '후춧가루' '식용유' '간장' '다진파' '설탕' '마늘'
 '참기름' '깻잎']"
344,시금치된장국,['시금치' '말린새우' '소금' '된장' '다진마늘' '물']
345,영양돌솥밥,['멥쌀' '찹쌀' '밤' '물' '대추' '잣' '송이버섯' '은행']
346,오이피클,"['오이' '양파' '홍고추' '정향' '통후추' '월계수잎' '통계피' '통생강' '소금' '물' '식초' '설탕' '당근'
 '[절임용 소금물] 소금' '물']"
347,오징어찌개,['오징어' '쇠고기' '풋고추' '홍고추' '대파' '참기름' '간장' '후춧가루' '고추장' '고춧가루' '마늘' '물']
348,양배춧국,['양배추' '모시조개' '된장' '멸치' '실파' '물' '다시마' '다진마늘']
349,찬밥맛탕,['찬밥' '옥수수' '소금' '식용유' '녹말가루' '물' '설탕' '계란']
350,김치동그랑땡,['피망' '계란' '다진마늘' '밀가루' '소금' '당근' '참빛고운포도씨유' '김치' '감자' '두부' '후춧가루']
351,봄동바지락볶음,['봄동' '바지락' '홍고추' '실파' '식용유' '후춧가루' '청주' '물' '굴소스' '소금' '다진마늘']
352,닭고기명란튀김,"['닭고기' '명란젓' '마요네즈' '김' '계란' '당근' '식용유' '소금' '후춧가루' '녹말가루' '밀가루' '빵가루'
 '대파']"
353,쑥버섯볶음,['쑥' '표고버섯' '양송이' '다진마늘' '느타리버섯' '설탕' '소금' '후춧가루' '식용유' '간장']
354,달래된장찌개,['달래' '두부' '말린표고버섯' '홍고추' '청양고추' '바지락' '대파' '된장' '육수용멸치' '물' '다진마늘']
355,모듬쌈밥,"['치커리' '케일' '겨자잎' '참기름' '밥' '소금' '흑임자' '건새우가루' '된장' '고추장' '청고추' '홍고추' '설탕'
 '참기름' '다진마늘' '청경채']"
356,콩나물무밥,['쌀' '물' '콩나물' '돼지고기' '참기름' '다진풋고추' '취나물' '진간장' '다진파' '다진마늘' '깨소금' '무']
357,찰밥,['찹쌀' '팥' '소금' '밤' '대추']
358,맑은떡국,['떡국떡' '다시마' '다진마늘' '물' '계란' '소금' '대파' '말린표고버섯' '간장']
359,해물잡채,"['오징어' '당근' '새우' '조개살' '양파' '청피망' '홍피망' '당면' '간장' '설탕' '참기름' '식용유' '소금'
 '굴소스' '낙지']"
360,쇠고기완자찜,"['다진쇠고기' '참기름' '무' '당근' '밤' '소금' '후춧가루' '깨소금' '참기름' '물' '간장' '설탕' '다진파'
 '다진마늘' '깨소금' '두부']"
361,두부탕,['물' '다시마' '무' '국간장' '소금' '실파' '두부' '다진쇠고기' '소금' '후춧가루' '후춧가루']
362,팥시루떡,['찹쌀' '멥쌀' '밀가루' '팥' '소금' '물']
363,깐풍기,"['닭고기' '물' '후춧가루' '정종' '감자전분' '계란' '대파' '홍고추' '청고추' '생강' '마늘' '간장' '설탕'
 '식초' '소금']"
364,수정과,['생강' '통계피' '물' '잣' '곶감' '호두' '황설탕']
365,절편,['멥쌀' '참기름' '쑥' '소금']
366,떡국,"['가래떡' '쇠고기 육수' '대파' '쇠고기' '계란' '소금' '후춧가루' '설탕' '다진파' '다진마늘' '깨소금' '참기름'
 '간장']"
367,어묵닭고기조림,['어묵' '닭고기' '표고버섯' '오이' '물' '후춧가루' '녹말' '간장' '청주' '소금']
368,고구마줄기볶음,['참기름' '깨소금' '설탕' '소금' '다진마늘' '들기름' '국간장' '다진파' '고구마줄기']
369,팥타르트,['밀가루' '버터' '물' '삶은팥' '소금' '슈가파우더' '설탕' '계란' '아몬드가루']
370,동지팥죽,['팥' '쌀' '물' '찬물' '찹쌀' '쌀가루' '소금']
371,찬밥지짐이,['찬밥' '양파' '당근' '실파' '식용유' '계란' '소금' '후춧가루' '날콩가루' '두부']
372,가래떡꼬치,['가래떡' '고추장' '간장' '다진마늘' '토마토케첩' '브로콜리' '참기름' '적파프리카' '꼬치' '황파프리카' '설탕']
373,누룽지탕,"['누룽지' '물' '죽순' '새우' '완두콩' '홍고추' '마늘' '소금' '식용유' '새우' '설탕' '간장' '식초' '녹말'
 '표고버섯']"
374,오징어순대,"['간장' '후춧가루' '깨소금' '통깨' '깻잎' '다진파슬리' '샐러리' '오징어' '쇠고기' '표고버섯' '당근' '두부'
 '당면' '피망' '양상추' '설탕' '다진파' '다진마늘' '참기름' '식초']"
375,닭날개튀김,['닭' '식용유' '간장' '청주' '식용유' '소금' '생강즙' '다진파' '후춧가루' '녹말가루' '튀김가루' '다진마늘']
376,김치채소볶음,"['배추김치' '식용유' '죽순' '양송이버섯' '피망' '마른고추' '대파' '마늘' '생강' '청주' '소금' '후추' '참기름'
 '간장' '돼지고기']"
377,쌈장,['고추장' '양파' '마늘' '된장' '고춧가루' '참기름' '파']
378,잡채,"['느타리버섯' '쇠고기' '배' '오이' '당근' '소금' '후춧가루' '참기름' '통깨' '간장' '꿀' '[쇠고기양념] 다진파'
 '다진마늘' '참기름' '식용유' '설탕' '간장' '당면' '양파']"
379,고등어무조림,"['고등어' '무' '대파' '간장' '고추장' '고춧가루' '물' '청주' '다진파' '다진마늘' '생강즙' '후춧가루' '실고추'
 '설탕']"
380,쇠고기전골,"['쇠고기' '후춧가루' '팽이버섯' '실파' '홍고추' '물' '국간장' '소금' '간장' '설탕' '다진파' '다진마늘'
 '참기름' '깨소금' '목이버섯']"
381,토란곰탕,['토란' '쇠고기' '다시마' '무' '소금' '국간장' '다진마늘' '후춧가루' '참기름' '대파']
382,화양적,"['쇠고기(힘줄없는부위)' '표고버섯' '도라지' '당근' '오이' '식용유/소금/참기름/잣가루' '후추' '설탕' '다진파'
 '다진마늘' '깨소금' '참기름' '진간장']"
383,빈대떡,"['석이버섯' '느타리버섯' '실고추' '간장' '다진파' '다진마늘' '참기름' '깨소금' '후춧가루' '포도씨유' '녹두' '물'
 '소금' '돼지고기' '숙주' '대파']"
384,송편,['멥쌀' '소금' '쑥' '대추' '솔잎' '참기름' '계핏가루' '소금' '깨' '녹두' '꿀' '설탕' '물' '풋콩']
385,배추속댓국,"['배추' '무' '쇠고기' '물' '대파' '식용유' '후춧가루' '된장' '소금' '다진파' '다진마늘' '참기름' '깨소금'
 '고추장']"
386,삼겹살채소말이,['돼지고기' '소금' '생강즙' '붉은 고추' '꼬치' '찹쌀가루' '후추' '식용유' '무순']
387,오렌지건포도빵,"['강력분' '드라이이스트' '설탕' '소금' '계란' '검은깨' '버터' '오렌지마멀레이드' '건포도' '계란노른자' '우유'
 '우유']"
388,아귀찜,"['깻잎' '찹쌀가루' '참기름' '통후추' '소금' '고춧가루' '대파' '진간장' '설탕' '아귀' '미더덕' '콩나물'
 '미나리' '고추장']"
389,곱창전골,"['곱창' '밀가루' '대파' '마늘' '생강' '물' '당근' '양배추' '양파' '표고버섯' '미나리' '우동면' '쑥갓'
 '소금' '후추' '고춧가루' '고추장' '간장' '다진파' '양']"
390,부대찌개,"['햄' '다진마늘' '베이컨' '김치' '두부' '홍고추' '청고추' '깻잎' '스파게티' '쑥갓' '양송이버섯' '물'
 '고춧가루' '고추장' '설탕' '다진파' '프랑크소시지']"
391,채소수프,['감자' '당근' '양파' '샐러리' '양송이버섯' '후춧가루' '물' '월계수잎' '버터' '소금' '홀토마토']
392,시금치샐러드,['시금치' '양송이버섯' '베이컨' '파마산치즈치즈' '후춧가루' '레몬주스' '올리브오일' '소금' '레몬드레싱']
393,연어샐러드,['다진양파' '올리브오일' '훈제연어' '케이퍼' '트레비스' '양파' '앤다이브']
